Status,Start Date,Product,Style,Batch Number,Turn Count,Original Gravity,Date,Created By,Task,Temperature,Gravity,pH,Yeast Attenuation,ABV,Actual ABV,Taste Aroma Notes,Batch Locations
Completed,25/07/2023,Trip d'Automne,Belge,776,2,15.8000,28/07/2023 ,Stephane Lavallée,Fermentation Log / Fri Jul 28,18.00,13.20,4.60,0.00%,0.00%,0.00,Bulle plus plus ,
Completed,25/07/2023,Trip d'Automne,Belge,776,2,15.8000,31/07/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Mon Jul 31,18.30,8.50,4.36,0.00%,0.00%,0.00,,
Completed,25/07/2023,Trip d'Automne,Belge,776,2,15.8000,01/08/2023 ,Stephane Lavallée,Fermentation Log / Tue Aug 01,18.20,7.50,4.36,0.00%,0.00%,0.00,Bulle plus plus ,
Completed,25/07/2023,Trip d'Automne,Belge,776,2,15.8000,02/08/2023 ,Karl Moffat,Fermentation Log / Wed Aug 02,18.30,6.40,4.39,0.00%,0.00%,0.00,Bulle plus,
Completed,25/07/2023,Trip d'Automne,Belge,776,2,15.8000,03/08/2023 ,Maxime Roy,Fermentation Log / Thu Aug 03,18.20,5.80,4.37,0.00%,0.00%,0.00,Bulle plus,
Completed,25/07/2023,Trip d'Automne,Belge,776,2,15.8000,04/08/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Aug 04,19.50,5.00,4.62,0.00%,0.00%,0.00,,
Completed,25/07/2023,Trip d'Automne,Belge,776,2,15.8000,07/08/2023 ,Vincent Martineau,Fermentation Log / Mon Aug 07,20.10,3.40,4.38,0.00%,0.00%,0.00,Bulle plus ,
Completed,25/07/2023,Trip d'Automne,Belge,776,2,15.8000,09/08/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Wed Aug 09,19.90,3.10,4.35,0.00%,0.00%,0.00,,
Completed,25/07/2023,Trip d'Automne,Belge,776,2,15.8000,10/08/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Thu Aug 10,20.00,3.00,4.37,0.00%,0.00%,0.00,,
Completed,25/07/2023,Trip d'Automne,Belge,776,2,15.8000,11/08/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Fri Aug 11,19.90,2.90,4.37,0.00%,0.00%,0.00,,
Completed,25/07/2023,Trip d'Automne,Belge,776,2,15.8000,14/08/2023 ,Vincent Martineau,Fermentation Log / Mon Aug 14,0.00,2.90,4.45,0.00%,0.00%,0.00,Pas de bulle ,
Completed,25/07/2023,Trip d'Automne,Belge,776.1,0,0.0000,25/08/2023 ,Stephane Lavallée,Original Reading From 776,0.00,0.00,0.00,0.00%,0.00%,0.00,,
Completed,25/07/2023,Trip d'Automne,Belge,776.1,0,0.0000,28/08/2023 ,Antoine Dechamps,Fermentation Log - can,0.00,3.10,4.45,0.00%,0.00%,0.00,,
Completed,25/07/2023,Trip d'Automne,Belge,776.2,0,0.0000,06/09/2023 ,Marc-André Filiatrault,Original Reading From 776,0.00,0.00,0.00,0.00%,0.00%,0.00,,
Completed,25/07/2023,Trip d'Automne,Belge,776.3,0,0.0000,06/09/2023 ,Marc-André Filiatrault,Original Reading From 776,0.00,0.00,0.00,0.00%,0.00%,0.00,,
Completed,25/07/2023,Trip d'Automne,Belge,776.4,0,0.0000,06/09/2023 ,Marc-André Filiatrault,Original Reading From 776,0.00,0.00,0.00,0.00%,0.00%,0.00,,
Completed,21/09/2023,Trip d'automne | Bourbon,Belge,776.5,0,0.0000,,,,,,,,,,,
Completed,27/07/2023,Sherbière,Lager,777,2,11.9000,27/07/2023 ,Brasseurs JC + Dépôt,Turn 1 / Post boil #1,0.00,11.90,5.41,0.00%,0.00%,0.00,,
Completed,27/07/2023,Sherbière,Lager,777,2,11.9000,27/07/2023 ,Brasseurs JC + Dépôt,Turn 2 / Post boil #2,0.00,12.50,5.55,0.00%,0.00%,0.00,,
Completed,27/07/2023,Sherbière,Lager,777,2,11.9000,27/07/2023 ,Brasseurs JC + Dépôt,Thu Aug 03 / Thu Jul 27,12.60,11.90,4.79,0.00%,0.00%,0.00,,
Completed,27/07/2023,Sherbière,Lager,777,2,11.9000,28/07/2023 ,Brasseurs JC + Dépôt,Thu Aug 03 / Fri Jul 28,0.00,11.40,4.79,0.00%,0.00%,0.00,,
Completed,27/07/2023,Sherbière,Lager,777,2,11.9000,31/07/2023 ,Brasseurs JC + Dépôt,Thu Aug 03 / Mon Jul 31,0.00,4.50,0.00,0.00%,0.00%,0.00,,
Completed,27/07/2023,Sherbière,Lager,777,2,11.9000,02/08/2023 ,Karl Moffat,Thu Aug 03 / Thu Aug 02,17.20,2.40,4.43,0.00%,0.00%,0.00,,
Completed,27/07/2023,Sherbière,Lager,777,2,11.9000,03/08/2023 ,Maxime Roy,Thu Aug 03 / Thu Aug 03,17.40,2.40,4.40,0.00%,0.00%,0.00,"0,5 bar",
Completed,27/07/2023,Sherbière,Lager,777,2,11.9000,04/08/2023 ,Brasseurs JC + Dépôt,Thu Aug 03 / Fri Aug 04,17.70,2.40,4.47,0.00%,0.00%,0.00,,
Completed,08/08/2023,Sherbière,Lager,778,2,11.7000,08/08/2023 ,Brasseurs JC + Dépôt,Turn 1 / Post boil #1,0.00,11.70,5.62,0.00%,0.00%,0.00,,
Completed,08/08/2023,Sherbière,Lager,778,2,11.7000,08/08/2023 ,Brasseurs JC + Dépôt,Turn 2 / Post boil #2,0.00,12.20,5.60,0.00%,0.00%,0.00,,
Completed,08/08/2023,Sherbière,Lager,778,2,11.7000,08/08/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Tue Aug 08,11.70,12.10,5.49,0.00%,0.00%,0.00,,
Completed,08/08/2023,Sherbière,Lager,778,2,11.7000,09/08/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Wed Aug 09,12.40,12.10,5.10,0.00%,0.00%,0.00,,
Completed,08/08/2023,Sherbière,Lager,778,2,11.7000,10/08/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Thu Aug 10,12.30,12.20,4.88,0.00%,0.00%,0.00,,
Completed,08/08/2023,Sherbière,Lager,778,2,11.7000,11/08/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Fri Aug 11,12.40,10.50,4.64,0.00%,0.00%,0.00,,
Completed,08/08/2023,Sherbière,Lager,778,2,11.7000,14/08/2023 ,Vincent Martineau,Fermentation Log / Mon Aug 14,12.40,6.00,4.48,0.00%,0.00%,0.00,Bulle plus monté à 15*,
Completed,08/08/2023,Sherbière,Lager,778,2,11.7000,15/08/2023 ,Vincent Martineau,Fermentation Log / Tue Aug 15,14.90,4.40,4.46,0.00%,0.00%,0.00,Bulle plus ,
Completed,08/08/2023,Sherbière,Lager,778,2,11.7000,17/08/2023 ,Vincent Martineau,Fermentation Log / Thu Aug 17,15.30,2.50,4.53,0.00%,0.00%,0.00,Bulle plus 1 bar,
Completed,08/08/2023,Sherbière,Lager,778,2,11.7000,18/08/2023 ,Vincent Martineau,Fermentation Log / Fri Aug 18,15.30,2.30,4.51,0.00%,0.00%,0.00,Bulle 1 bar,
Completed,08/08/2023,Sherbière,Lager,778,2,11.7000,21/08/2023 ,Vincent Martineau,Fermentation Log / Mon Aug 21,14.70,2.40,4.56,0.00%,0.00%,0.00,1bar bulle un peu ,
Completed,08/08/2023,Sherbière,Lager,778,2,11.7000,21/08/2023 ,Vincent Martineau,Fermentation Log / Mon Aug 21,10.00,2.30,4.67,0.00%,0.00%,0.00,25août ,
Completed,08/08/2023,Sherbière,Lager,778.1,0,0.0000,11/09/2023 ,Karl Moffat,Original Reading From 778,0.00,0.00,0.00,0.00%,0.00%,0.00,,
Completed,08/08/2023,Sherbière,Lager,778.1,0,0.0000,11/09/2023 ,Karl Moffat,Fermentation Log From 778,0.00,2.30,0.00,0.00%,0.00%,0.00,,
Completed,08/08/2023,Sherbière,Lager,778.1,0,0.0000,13/09/2023 ,Antoine Dechamps,Données finales,19.20,2.20,4.70,0.00%,0.00%,0.00,,
Completed,10/08/2023,18 juillet 1853,Grisette / Saison,779,2,9.1000,10/08/2023 ,Vincent Martineau,Suivi fermentation / Thu Aug 10,21.00,9.20,4.75,0.00%,0.00%,0.00,,
Completed,10/08/2023,18 juillet 1853,Grisette / Saison,779,2,9.1000,10/08/2023 ,Vincent Martineau,Brassin #1 / Post boil #1,22.00,9.10,4.91,0.00%,0.00%,0.00,,
Completed,10/08/2023,18 juillet 1853,Grisette / Saison,779,2,9.1000,10/08/2023 ,Vincent Martineau,Brassin #2 / Post Boil #2,22.00,9.30,4.94,0.00%,0.00%,0.00,,
Completed,10/08/2023,18 juillet 1853,Grisette / Saison,779,2,9.1000,11/08/2023 ,Quentin Trudeau-Cauchon,Suivi fermentation / Fri Aug 11,25.00,5.00,4.15,0.00%,0.00%,0.00,,
Completed,10/08/2023,18 juillet 1853,Grisette / Saison,779,2,9.1000,14/08/2023 ,Vincent Martineau,Suivi fermentation / Mon Aug 14,24.30,1.30,4.10,0.00%,0.00%,0.00,Bulle plus ,
Completed,10/08/2023,18 juillet 1853,Grisette / Saison,779,2,9.1000,15/08/2023 ,Vincent Martineau,Suivi fermentation / Tue Aug 15,23.80,1.20,4.09,0.00%,0.00%,0.00,Bulle ,
Completed,10/08/2023,18 juillet 1853,Grisette / Saison,779,2,9.1000,17/08/2023 ,Vincent Martineau,Suivi fermentation / Thu Aug 17,23.10,1.00,4.12,0.00%,0.00%,0.00,Bulle ,
Completed,10/08/2023,18 juillet 1853,Grisette / Saison,779,2,9.1000,18/08/2023 ,Vincent Martineau,Suivi fermentation / Fri Aug 18,22.70,0.80,4.08,0.00%,0.00%,0.00,Pas de bulle ,
Completed,10/08/2023,18 juillet 1853,Grisette / Saison,779,2,9.1000,22/08/2023 ,Vincent Martineau,Suivi fermentation / Tue Aug 22,21.80,0.70,4.14,0.00%,0.00%,0.00,Bulle ,
Completed,10/08/2023,18 juillet 1853,Grisette / Saison,779,2,9.1000,23/08/2023 ,Vincent Martineau,Suivi fermentation / Wed Aug 23,21.80,0.60,4.19,0.00%,0.00%,0.00,Bulle un peu ,
Completed,10/08/2023,18 juillet 1853,Grisette / Saison,779,2,9.1000,24/08/2023 ,Vincent Martineau,Suivi fermentation / Thu Aug 24,21.30,0.50,4.14,0.00%,0.00%,0.00,On off,
Completed,10/08/2023,18 juillet 1853,Grisette / Saison,779,2,9.1000,25/08/2023 ,Vincent Martineau,Suivi fermentation / Fri Aug 25,21.30,0.50,4.15,0.00%,0.00%,0.00,Pas de bulle ,
Completed,10/08/2023,18 juillet 1853,Grisette / Saison,779,2,9.1000,08/09/2023 ,Antoine Dechamps,Fermentation Log,0.00,0.00,0.00,100.00%,0.10%,0.053,,
In-Progress,10/08/2023,18 juillet 1853,Grisette / Saison,779.3,0,0.0000,20/09/2023 ,Kyriakos Chronopoulos,Original Reading From 779,0.00,0.00,0.00,0.00%,0.00%,0.00,,VBC1
In-Progress,10/08/2023,18 juillet 1853,Grisette / Saison,779.4,0,0.0000,20/09/2023 ,Kyriakos Chronopoulos,Original Reading From 779,0.00,0.00,0.00,0.00%,0.00%,0.00,,VBC2
In-Progress,10/08/2023,18 juillet 1853,Grisette / Saison,779.5,0,0.0000,20/09/2023 ,Kyriakos Chronopoulos,Original Reading From 779,0.00,0.00,0.00,0.00%,0.00%,0.00,,VBC3
In-Progress,10/08/2023,18 juillet 1853,Grisette / Saison,779.6,0,0.0000,20/09/2023 ,Kyriakos Chronopoulos,Original Reading From 779,0.00,0.00,0.00,0.00%,0.00%,0.00,,VBC4
Completed,15/08/2023,Tcheque mon bike,Lager,780,2,12.6000,15/08/2023 ,Marc-André Filiatrault,Fermentation Log / Thu Aug 31,0.00,2.70,4.63,0.00%,0.00%,0.00,,
Completed,15/08/2023,Tcheque mon bike,Lager,780,2,12.6000,15/08/2023 ,Vincent Martineau,Turn 1 / Post boil #1,0.00,12.60,5.25,0.00%,0.00%,0.00,,
Completed,15/08/2023,Tcheque mon bike,Lager,780,2,12.6000,15/08/2023 ,Vincent Martineau,Turn 2 / Post boil #2,0.00,11.70,5.29,0.00%,0.00%,0.00,,
Completed,15/08/2023,Tcheque mon bike,Lager,780,2,12.6000,15/08/2023 ,Vincent Martineau,Fermentation Log / Tue Aug 15,13.10,12.30,5.20,0.00%,0.00%,0.00,,
Completed,15/08/2023,Tcheque mon bike,Lager,780,2,12.6000,17/08/2023 ,Vincent Martineau,Fermentation Log / Thu Aug 17,12.10,11.80,4.83,0.00%,0.00%,0.00,Bulle un peu ,
Completed,15/08/2023,Tcheque mon bike,Lager,780,2,12.6000,18/08/2023 ,Vincent Martineau,Fermentation Log / Fri Aug 18,12.00,10.60,4.64,0.00%,0.00%,0.00,Bulle plus plus ,
Completed,15/08/2023,Tcheque mon bike,Lager,780,2,12.6000,21/08/2023 ,Vincent Martineau,Fermentation Log / Mon Aug 21,11.90,5.50,4.45,43.30%,2.24%,0.00,Bulle plus ,
Completed,15/08/2023,Tcheque mon bike,Lager,780,2,12.6000,22/08/2023 ,Vincent Martineau,Fermentation Log / Tue Aug 22,14.10,4.10,4.46,57.73%,2.97%,0.00,Bulle plus ,
Completed,15/08/2023,Tcheque mon bike,Lager,780,2,12.6000,23/08/2023 ,Vincent Martineau,Fermentation Log / Wed Aug 23,14.80,2.90,4.52,70.10%,3.60%,0.00,1bar pas de bulle ,
Completed,15/08/2023,Tcheque mon bike,Lager,780,2,12.6000,24/08/2023 ,Vincent Martineau,Fermentation Log / Thu Aug 24,14.40,2.80,4.51,71.13%,3.65%,0.00,1bar,
Completed,15/08/2023,Tcheque mon bike,Lager,780,2,12.6000,25/08/2023 ,Vincent Martineau,Fermentation Log / Fri Aug 25,0.00,2.50,4.56,74.23%,3.80%,0.00,1bar ,
Completed,15/08/2023,Tcheque mon bike,Lager,780,2,12.6000,28/08/2023 ,Vincent Martineau,Fermentation Log / Mon Aug 28,15.00,2.70,4.56,74.23%,3.80%,0.00,1bar ,
Completed,15/08/2023,Tcheque mon bike,Lager,780.1,0,0.0000,18/09/2023 ,Stephane Lavallée,Original Reading From 780,0.00,0.00,0.00,0.00%,0.00%,0.00,,
Completed,15/08/2023,Tcheque mon bike,Lager,780.1,0,0.0000,18/09/2023 ,Stephane Lavallée,Fermentation Log From 780,0.00,2.70,0.00,0.00%,0.00%,0.00,,
Completed,15/08/2023,Tcheque mon bike,Lager,780.1,0,0.0000,19/09/2023 ,Antoine Dechamps,Fermentation Log - Can,0.00,2.70,4.71,0.00%,0.00%,0.00,,
Completed,16/08/2023,Son grain de sel | Choix du brasseur,Sour,781,2,0.0000,16/08/2023 ,Vincent Martineau,Turn 1 / Données pré-kettle sour #1,0.00,0.00,4.46,0.00%,0.00%,0.00,Pitch 1 keg lacto 14h20,
Completed,16/08/2023,Son grain de sel | Choix du brasseur,Sour,781,2,0.0000,17/08/2023 ,Vincent Martineau,Turn 1 / Données post-kettle sour #1,41.00,8.90,3.28,0.00%,0.00%,0.00,,
Completed,16/08/2023,Son grain de sel | Choix du brasseur,Sour,781,2,0.0000,17/08/2023 ,Vincent Martineau,Turn 1 / Post boil #1,0.00,8.90,3.22,0.00%,0.00%,0.00,,
Completed,16/08/2023,Son grain de sel | Choix du brasseur,Sour,781,2,0.0000,17/08/2023 ,Marc-André Filiatrault,Turn 2 / Données pré-kettle sour #2,0.00,0.00,4.63,100.00%,4.65%,0.00,,
Completed,16/08/2023,Son grain de sel | Choix du brasseur,Sour,781,2,0.0000,17/08/2023 ,Vincent Martineau,Turn 2 / Post boil #2,0.00,9.30,5.48,100.00%,4.65%,0.00,,
Completed,16/08/2023,Son grain de sel | Choix du brasseur,Sour,781,2,0.0000,17/08/2023 ,Vincent Martineau,Fermentation Log / Thu Aug 17,19.80,9.40,4.12,100.00%,4.65%,0.00,,
Completed,16/08/2023,Son grain de sel | Choix du brasseur,Sour,781,2,0.0000,18/08/2023 ,Vincent Martineau,Fermentation Log / Fri Aug 18,19.80,0.00,3.89,100.00%,9.89%,0.00,Pas de bulle ,
Completed,16/08/2023,Son grain de sel | Choix du brasseur,Sour,781,2,0.0000,21/08/2023 ,Vincent Martineau,Fermentation Log / Mon Aug 21,20.00,3.20,3.33,100.00%,9.89%,0.00,Bulle plus ,
Completed,16/08/2023,Son grain de sel | Choix du brasseur,Sour,781,2,0.0000,22/08/2023 ,Vincent Martineau,Fermentation Log / Tue Aug 22,20.10,2.70,3.42,87.44%,10.38%,0.00,Bulle plus ,
Completed,16/08/2023,Son grain de sel | Choix du brasseur,Sour,781,2,0.0000,23/08/2023 ,Vincent Martineau,Fermentation Log / Wed Aug 23,20.00,2.50,3.42,88.37%,10.47%,0.00,Bulle on off ,
Completed,16/08/2023,Son grain de sel | Choix du brasseur,Sour,781,2,0.0000,24/08/2023 ,Vincent Martineau,Fermentation Log / Thu Aug 24,20.10,2.10,3.39,90.23%,10.68%,0.00,On off ,
Completed,16/08/2023,Son grain de sel | Choix du brasseur,Sour,781,2,0.0000,25/08/2023 ,Vincent Martineau,Fermentation Log / Fri Aug 25,19.80,2.20,3.48,90.23%,10.68%,0.00,2.5p après fruits ,
Completed,16/08/2023,Son grain de sel | Choix du brasseur,Sour,781,2,0.0000,28/08/2023 ,Vincent Martineau,Fermentation Log / Mon Aug 28,20.00,2.10,3.45,90.28%,10.73%,0.00,Pas de bulle ,
Completed,16/08/2023,Son grain de sel | Choix du brasseur,Sour,781,2,0.0000,30/08/2023 ,Vincent Martineau,Fermentation Log / Wed Aug 30,20.10,2.10,3.50,90.28%,10.73%,0.00,Pas de bulle ,
Completed,18/08/2023,Son grain de sel | Choix du brasseur,Sour,781.1,0,0.0000,11/09/2023 ,Maxime Roy,Original Reading From 781,0.00,0.00,0.00,0.00%,0.00%,0.00,,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,23/08/2023 ,Vincent Martineau,Turn 1 / Données pré-kettle sour,0.00,17.20,4.71,0.00%,0.00%,0.00,,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,24/08/2023 ,Vincent Martineau,Turn 2 / Donnée pré kettle sour #2,0.00,17.10,4.86,9.04%,0.98%,0.00,,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,24/08/2023 ,Vincent Martineau,Turn 1 / Post boil #1,0.00,18.80,3.55,0.00%,0.00%,0.00,,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,24/08/2023 ,Vincent Martineau,Turn 1 / Donnée post kettle sour #1,40.30,0.00,3.47,0.00%,0.00%,0.00,,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,25/08/2023 ,Vincent Martineau,Turn 2 / Données post kettle sour #2,41.00,16.40,3.45,12.77%,1.38%,0.00,,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,25/08/2023 ,Vincent Martineau,Turn 2 / Post boil #2,0.00,18.00,3.51,12.77%,1.38%,0.00,,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,25/08/2023 ,Vincent Martineau,Fermentation Log / Fri Aug 25,20.10,17.80,3.50,12.75%,1.51%,0.00,Bulle ,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,25/08/2023 ,Vincent Martineau,Fermentation Log,20.00,6.20,4.58,70.62%,8.31%,0.00,,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,28/08/2023 ,Vincent Martineau,Fermentation Log / Mon Aug 28,20.10,9.40,3.39,53.92%,6.18%,0.00,,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,30/08/2023 ,Vincent Martineau,Fermentation Log / Wed Aug 30,20.00,8.00,3.44,60.78%,6.94%,0.00,Bulle plus ,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,31/08/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Thu Aug 31,0.00,7.60,3.50,62.75%,7.15%,0.00,,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,01/09/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Sep 01,19.10,7.60,3.48,62.75%,7.15%,0.00,,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,01/09/2023 ,Brasseurs JC + Dépôt,Fermentation Log / post fruit,20.00,8.10,4.55,62.75%,7.15%,0.00,,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,05/09/2023 ,Marc-André Filiatrault,Fermentation Log / Tue Sep 05,20.10,6.40,3.54,69.38%,8.08%,0.00,,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,06/09/2023 ,Vincent Martineau,Fermentation Log / Wed Sep 06,20.00,6.30,3.53,69.86%,8.14%,0.00,Pas de bulle ,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,07/09/2023 ,Vincent Martineau,Fermentation Log / Thu Sep 07,20.00,6.20,3.56,70.33%,8.19%,0.00,,
Completed,23/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782,2,17.2000,08/09/2023 ,Maxime Roy,Fermentation Log / Fri Sep 08,20.00,6.40,3.58,70.33%,8.19%,0.00,,
Completed,25/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782.1,0,0.0000,18/09/2023 ,Antoine Dechamps,Fermentation Log - Can,0.00,6.00,3.60,0.00%,8.31%,0.00,,
Completed,25/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782.1,0,0.0000,18/09/2023 ,Maxime Roy,Original Reading From 782,0.00,0.00,0.00,0.00%,0.00%,0.00,,
Completed,25/08/2023,Reve en couleurs | Griottes sureau,Fruit beer,782.1,0,0.0000,18/09/2023 ,Maxime Roy,Fermentation Log From 782,0.00,6.20,0.00,70.62%,8.31%,0.00,,
Completed,31/08/2023,Trip d'Automne,Belge,783,2,16.0000,31/08/2023 ,Marc-André Filiatrault,Fermentation Log / Thu Aug 31,17.80,16.00,4.63,0.00%,0.00%,0.00,,
Completed,31/08/2023,Trip d'Automne,Belge,783,2,16.0000,31/08/2023 ,Vincent Martineau,Turn 1 / Post boil #1,0.00,16.00,5.34,0.00%,0.00%,0.00,,
Completed,31/08/2023,Trip d'Automne,Belge,783,2,16.0000,31/08/2023 ,Marc-André Filiatrault,Turn 2 / Post boil #2,0.00,16.20,5.38,0.00%,0.00%,0.00,,
Completed,31/08/2023,Trip d'Automne,Belge,783,2,16.0000,01/09/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Sep 01,0.00,14.00,4.50,0.00%,0.00%,0.00,,
Completed,31/08/2023,Trip d'Automne,Belge,783,2,16.0000,05/09/2023 ,Marc-André Filiatrault,Fermentation Log / Tue Sep 05,18.30,9.00,4.37,0.00%,0.00%,0.00,,
Completed,31/08/2023,Trip d'Automne,Belge,783,2,16.0000,06/09/2023 ,Vincent Martineau,Fermentation Log / Wed Sep 06,18.00,7.90,4.33,0.00%,0.00%,0.00,Monté à 20*,
Completed,31/08/2023,Trip d'Automne,Belge,783,2,16.0000,07/09/2023 ,Vincent Martineau,Fermentation Log / Thu Sep 07,19.50,7.10,4.33,0.00%,0.00%,0.00,,
Completed,31/08/2023,Trip d'Automne,Belge,783,2,16.0000,08/09/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Sep 08,20.10,5.70,4.30,0.00%,0.00%,0.00,,
Completed,31/08/2023,Trip d'Automne,Belge,783,2,16.0000,11/09/2023 ,Vincent Martineau,Fermentation Log / Mon Sep 11,20.00,3.40,4.32,0.00%,0.00%,0.00,Bulle plus ,
Completed,31/08/2023,Trip d'Automne,Belge,783,2,16.0000,12/09/2023 ,Vincent Martineau,Fermentation Log / Tue Sep 12,20.00,3.00,4.33,0.00%,0.00%,0.00,Bulle plus ,
Completed,31/08/2023,Trip d'Automne,Belge,783,2,16.0000,13/09/2023 ,Maxime Roy,Fermentation Log / Wed Sep 13,20.00,2.80,4.35,0.00%,0.00%,0.00,Pas de bulle,
Completed,31/08/2023,Trip d'Automne,Belge,783,2,16.0000,14/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Thu Sep 14,20.00,2.70,4.37,0.00%,0.00%,0.00,,
Completed,31/08/2023,Trip d'Automne,Belge,783,2,16.0000,15/09/2023 ,Vincent Martineau,Fermentation Log / Fri Sep 15,20.00,2.50,4.43,0.00%,0.00%,0.00,Bulle on off ,
Completed,31/08/2023,Trip d'Automne,Belge,783,2,16.0000,18/09/2023 ,Vincent Martineau,Fermentation Log / Mon Sep 18,19.90,2.50,4.41,0.00%,0.00%,0.00,,
In-Progress,31/08/2023,Trip d'Automne,Belge,783.1,0,0.0000,25/09/2023 ,Kyriakos Chronopoulos,Original Reading From 783,0.00,0.00,0.00,0.00%,0.00%,0.00,,KC1
In-Progress,31/08/2023,Trip d'Automne,Belge,783.2,0,0.0000,25/09/2023 ,Kyriakos Chronopoulos,Original Reading From 783,0.00,0.00,0.00,0.00%,0.00%,0.00,,KC2
In-Progress,31/08/2023,Trip d'Automne,Belge,783.3,0,0.0000,25/09/2023 ,Kyriakos Chronopoulos,Original Reading From 783,0.00,0.00,0.00,0.00%,0.00%,0.00,,KC 3
Completed,31/08/2023,Trip d'Automne,Belge,783.4,0,0.0000,29/09/2023 ,Quentin Trudeau-Cauchon,Original Reading From 783,0.00,0.00,0.00,0.00%,0.00%,0.00,,
Completed,31/08/2023,Trip d'Automne,Belge,783.5,0,0.0000,29/09/2023 ,Brasseurs JC + Dépôt,Original Reading From 783,0.00,0.00,0.00,0.00%,0.00%,0.00,,
Completed,31/08/2023,Trip d'Automne,Belge,783.5,0,0.0000,02/10/2023 ,Antoine Dechamps,Fermentation Log - Pre Can,1.10,2.50,4.44,0.00%,0.00%,0.00,,
Completed,31/08/2023,Trip d'Automne,Belge,783.5,0,0.0000,02/10/2023 ,Antoine Dechamps,Fermentation Log - Can,0.00,2.70,4.40,0.00%,0.00%,0.00,,
Completed,06/09/2023,Sherbière,Lager,784,2,12.1000,06/09/2023 ,Vincent Martineau,Turn 1 / Post boil #1,0.00,12.10,5.47,0.00%,0.00%,0.00,,
Completed,06/09/2023,Sherbière,Lager,784,2,12.1000,06/09/2023 ,Vincent Martineau,Turn 2 / Post boil #2,0.00,12.70,5.49,0.00%,0.00%,0.00,,
Completed,06/09/2023,Sherbière,Lager,784,2,12.1000,06/09/2023 ,Vincent Martineau,Fermentation Log / Wed Sep 06,15.30,12.80,5.42,0.00%,0.00%,0.00,Set à 12*,
Completed,06/09/2023,Sherbière,Lager,784,2,12.1000,07/09/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Thu Sep 07,0.00,0.00,5.08,0.27%,0.35%,0.00,,
Completed,06/09/2023,Sherbière,Lager,784,2,12.1000,08/09/2023 ,Brasseurs JC + Dépôt,Fermentation Log / Fri Sep 08,14.30,11.50,4.74,0.27%,0.35%,0.00,,
Completed,06/09/2023,Sherbière,Lager,784,2,12.1000,11/09/2023 ,Vincent Martineau,Fermentation Log / Mon Sep 11,15.00,5.30,4.43,2.70%,3.71%,0.00,Bulle plus plus ,
Completed,06/09/2023,Sherbière,Lager,784,2,12.1000,12/09/2023 ,Vincent Martineau,Fermentation Log / Tue Sep 12,15.00,3.80,4.43,3.27%,4.49%,0.00,Bulle plus ,
Completed,06/09/2023,Sherbière,Lager,784,2,12.1000,14/09/2023 ,Quentin Trudeau-Cauchon,Fermentation Log / Thu Sep 14,16.90,2.50,4.55,3.76%,5.16%,0.00,,
